	Orthogroup	Cr	Cr.expr	Crdist	Cs	Cs.expr	Csdist
4491	OG0014071	MSYJ202390.1	797.71	121	Cs5g23650.1	919.232	-106
4492	OG0014072	MSYJ209450.1	13.3672	1739651	Cs7g12940.1	29.3954	23289047
4493	OG0014073	MSYJ019980.1	11.6489	0	Cs8g16720.1	5.75371	0
4494	OG0014076	MSYJ064410.1	0.0	0	Cs3g18300.1	0.0	0
4495	OG0014077	MSYJ088050.1	5.69303	2221685	Cs2g22710.1	4.81454	0
4496	OG0014080	MSYJ014170.1	36.7911	-395	Cs1g15380.1	31.6556	0
4497	OG0014081	MSYJ116910.1	0.434329	-146	Cs5g21960.1	0.0	0
4498	OG0014083	MSYJ014970.1	0.479038	703041	orange1.1t05269.1	0.0	0
4499	OG0014086	MSYJ014020.1	0.0	-484	Cs1g15530.1	0.181739	482
4500	OG0014087	MSYJ002410.1	2.58287	212485	orange1.1t01328.1	2.616	-467
4501	OG0014088	MSYJ153990.1	22.9753	1307089	orange1.1t02457.1	185.335	-248
4502	OG0014090	MSYJ152720.1	2.21932	1040419	Cs7g22280.1	1.3660700000000001	0
4503	OG0014092	MSYJ065770.1	19.9469	0	Cs3g16820.1	33.5744	0
4504	OG0014095	MSYJ123600.1	0.0	-284	Cs4g07370.1	0.0	15240344
4505	OG0014096	MSYJ049790.1	11.4104	0	Cs7g31940.1	7.62395	0
4506	OG0014097	MSYJ034250.1	482.661	-2110	Cs6g15230.1	400.471	-541
4507	OG0014098	MSYJ261590.1	107.97200000000001	4228	Cs7g08330.1	31.4261	26994953
4508	OG0014099	MSYJ135000.1	7.14306	225	Cs2g16770.1	10.3069	251
4509	OG0014100	MSYJ159820.1	78.7135	0	Cs7g04560.1	66.1545	20718266
4510	OG0014101	MSYJ176230.1	2.47369	3628843	orange1.1t04710.1	3.7019900000000003	3103
4511	OG0014102	MSYJ102070.1	1.44516	-57	Cs6g03670.1	1.56623	16952887
4512	OG0014103	MSYJ267420.1	1.40001	0	orange1.1t02114.1	0.870467	0
4513	OG0014104	MSYJ063520.1	22.8523	4137883	Cs3g19190.2	23.6137	123
4514	OG0014105	MSYJ071450.1	50.9059	356	Cs7g07170.1	6.41155	27906906
4515	OG0014106	MSYJ244980.1	0.265933	1485071	Cs8g04210.1	0.229265	19726104
4516	OG0014107	MSYJ135770.1	0.209294	0	Cs2g17630.1	1.9250900000000002	0
4517	OG0014109	MSYJ008200.1	15.6116	-981	Cs9g13460.1	13.7299	982
4518	OG0014110	MSYJ089800.1	86.9614	667488	Cs7g17030.1	103.00299999999999	288
4519	OG0014111	MSYJ269820.1	78.4982	940991	Cs5g01610.1	186.546	35581083
4520	OG0014113	MSYJ098630.1	41.9436	-857	Cs1g01920.1	24.6952	10093018
4521	OG0014114	MSYJ165090.1	212.231	2138869	Cs9g07890.1	104.23100000000001	13409015
4522	OG0014115	MSYJ023710.1	1.1742	770	Cs6g09350.1	1.0309	-607
4523	OG0014116	MSYJ193880.1	9.80252	302	Cs2g01230.1	0.21169000000000002	20631116
4524	OG0014117	MSYJ218370.1	30.2094	4826053	Cs5g31620.1	42.5984	281
4525	OG0014119	MSYJ123220.1	65.5991	-324	Cs4g06970.1	9.08587	15519151
4526	OG0014121	MSYJ035620.1	34.0757	337	Cs6g16640.3	9.426169999999999	0
4527	OG0014122	MSYJ217930.1	23.9959	2095437	Cs5g32180.1	47.3969	440
4528	OG0014123	MSYJ112820.1	1.4844700000000002	0	orange1.1t01768.1	0.040807199999999995	0
4529	OG0014124	MSYJ286450.1	14.842	0	Cs5g19650.1	27.5422	0
4530	OG0014125	MSYJ284310.1	0.0	156	Cs1g07610.1	0.0	20858067
4531	OG0014127	MSYJ193030.1	0.112455	0	Cs2g30570.1	0.0	0
4532	OG0014129	MSYJ205910.1	0.0	480	Cs8g18280.1	0.0	-316
4533	OG0014130	MSYJ050740.1	0.331308	296	Cs7g30980.1	0.093875	-296
4534	OG0014131	MSYJ088020.1	39.3849	2253904	Cs2g22680.1	16.3863	0
4535	OG0014132	MSYJ026830.1	0.178848	-787	orange1.1t01518.1	0.0	-698
4536	OG0014134	MSYJ256440.1	0.0	-3808	Cs3g24970.1	3.69751	3813
4537	OG0014135	MSYJ190320.1	0.0	2926991	Cs4g03620.1	0.0	17159442
4538	OG0014136	MSYJ055430.1	30.6586	0	Cs5g29180.1	4.83113	-8925
4539	OG0014137	MSYJ075000.1	48.3984	555528	Cs4g02040.1	79.1625	19124841
4540	OG0014140	MSYJ056000.1	46.8168	5314	Cs2g18170.1	82.6041	5354
4541	OG0014141	MSYJ128300.1	354.37699999999995	-38	Cs1g12600.1	253.66	0
4542	OG0014142	MSYJ091920.1	38.1079	1414539	Cs5g07890.1	60.2226	30994806
4543	OG0014143	MSYJ252810.1	5.168480000000001	0	Cs5g26230.1	1.31787	0
4544	OG0014144	MSYJ008060.1	0.0	0	Cs9g12590.1	0.0	0
4545	OG0014146	MSYJ119820.1	12.7485	748761	Cs6g21550.1	13.857000000000001	3321
4546	OG0014148	MSYJ034160.1	55.1808	-485	Cs6g15160.1	13.558	-543
4547	OG0014149	MSYJ185500.1	46.1122	469	Cs2g05470.1	49.614	26697787
4548	OG0014152	MSYJ255080.1	123.584	-862	Cs3g26420.1	166.649	-846
4549	OG0014153	MSYJ228220.1	0.0	998912	Cs4g12110.1	0.0	10781781
4550	OG0014154	MSYJ124830.1	0.43168500000000004	1289439	orange1.1t02882.1	0.0	0
4551	OG0014155	MSYJ109390.1	0.117204	0	orange1.1t00281.1	0.571602	42425374
4552	OG0014156	MSYJ278760.1	0.220541	0	Cs1g25770.1	0.26406799999999997	0
4553	OG0014158	MSYJ016010.1	0.0	471	orange1.1t01447.1	0.0757578	-572
4554	OG0014159	MSYJ110920.1	21.9744	110	orange1.1t00446.1	20.5797	51419022
4555	OG0014161	MSYJ055180.1	27.0623	0	Cs3g20530.1	58.6653	0
4556	OG0014162	MSYJ069760.1	4.41884	2023385	Cs6g20870.1	28.5261	-723
4557	OG0014163	MSYJ281240.1	2.5947400000000003	1603898	Cs7g19520.1	2.6737	0
4558	OG0014164	MSYJ185100.1	25.0631	-965	Cs2g06010.1	14.3897	27444246
4559	OG0014166	MSYJ063250.1	17.0813	4323692	Cs3g19470.1	39.9079	-1321
4560	OG0014167	MSYJ170650.1	11.520999999999999	2999	Cs7g24910.1	13.6662	-286
4561	OG0014168	MSYJ066430.1	10.9172	0	Cs3g16100.2	5.814780000000001	0
4562	OG0014170	MSYJ031870.1	0.0	-1253	orange1.1t02209.1	0.0	1252
4563	OG0014171	MSYJ176550.1	51.3578	-2009	Cs5g11450.1	37.3271	27560636
4564	OG0014173	MSYJ271150.1	1.26962	0	Cs3g04180.1	0.0679743	23758561
4565	OG0014174	MSYJ235840.1	0.0	988436	Cs1g01670.1	0.0	27997291
4566	OG0014175	MSYJ203440.1	25.9398	2011600	Cs8g20760.1	14.1342	0
4567	OG0014176	MSYJ246930.1	22.9031	-590	Cs5g34190.1	5.98313	0
4568	OG0014177	MSYJ239630.1	0.0	55	Cs9g10590.1	0.0	10605711
4569	OG0014178	MSYJ113950.1	0.0	94	Cs5g33780.1	0.0	0
4570	OG0014179	MSYJ257280.1	38.5498	-1111	Cs3g24100.1	32.4347	1216
4571	OG0014182	MSYJ184070.1	86.9634	-254	Cs2g07060.1	109.823	26614731
4572	OG0014183	MSYJ023320.1	2.52089	-797	Cs6g09790.1	1.08094	895
4573	OG0014184	MSYJ039000.1	72.368	265	Cs6g20030.1	15.312000000000001	0
4574	OG0014185	MSYJ126140.1	0.0	0	Cs2g01160.1	0.0	14615584
4575	OG0014188	MSYJ188100.1	0.0	-189	Cs2g02770.1	0.0	10388288
4576	OG0014189	MSYJ250390.1	9.539489999999999	-4643	Cs3g21960.1	7.78023	-4704
4577	OG0014190	MSYJ276430.1	76.1005	2494192	Cs1g23450.1	66.6239	-44
4578	OG0014191	MSYJ210420.1	0.0200515	0	Cs9g16540.1	0.0	0
4579	OG0014192	MSYJ038120.1	3.96268	507	orange1.1t05360.1	9.54964	355
4580	OG0014193	MSYJ178870.1	20.362000000000002	0	Cs3g07240.1	50.0187	102
4581	OG0014194	MSYJ208630.1	0.592787	2470370	Cs7g12100.1	0.37506999999999996	24161344
4582	OG0014195	MSYJ162560.1	186.91299999999998	187	Cs7g01810.1	209.785	31664964
4583	OG0014196	MSYJ193120.1	0.168846	452	Cs2g30480.1	0.0	-477
4584	OG0014197	MSYJ185440.1	49.0843	66	Cs2g05530.4	47.3497	27123788
4585	OG0014198	MSYJ112710.1	0.25578	0	orange1.1t01780.1	8.544369999999999	62
4586	OG0014199	MSYJ236160.1	124.96600000000001	715789	Cs1g01370.1	46.6707	28286000
4587	OG0014200	MSYJ205560.1	0.31112199999999995	-377	Cs8g18630.1	0.0	377
4588	OG0014201	MSYJ111090.1	19.6575	-521	orange1.1t00464.1	25.2149	52533889
4589	OG0014202	MSYJ183150.1	4.0061	157	Cs2g08030.1	7.773060000000001	25974615
4590	OG0014203	MSYJ041470.1	0.254058	25	Cs6g07710.1	0.262824	11593240
4591	OG0014206	MSYJ242230.1	7.61595	760645	Cs5g15650.1	5.161490000000001	-546
4592	OG0014208	MSYJ087290.1	19.5509	273	Cs4g08410.1	21.2121	14388234
4593	OG0014209	MSYJ175590.1	35.9087	2805232	Cs5g10450.1	70.0778	28825962
4594	OG0014210	MSYJ051200.1	0.032218000000000004	151	Cs7g30460.1	0.0	-138
4595	OG0014211	MSYJ030970.1	92.6623	4654548	Cs6g11510.1	60.0026	0
4596	OG0014214	MSYJ046470.1	101.805	3795979	Cs1g21970.1	21.7759	49
4597	OG0014216	MSYJ020190.1	10.2745	-2986	Cs8g16930.1	5.50002	-3150
4598	OG0014217	MSYJ135390.1	159.489	-312	Cs2g17230.1	316.948	-394
4599	OG0014218	MSYJ252080.1	0.0	-1111	Cs5g26970.1	0.12141400000000001	1041
4600	OG0014219	MSYJ157840.1	0.08673789999999999	2160321	Cs7g20530.1	3.5157599999999998	0
4601	OG0014222	MSYJ069410.1	8.51487	2234223	Cs6g20510.1	5.9366699999999994	19
4602	OG0014223	MSYJ253030.1	3.8410800000000003	293	Cs5g26080.1	9.68789	-325
4603	OG0014225	MSYJ090120.1	38.0414	379341	Cs7g16680.1	8.57669	-637
4604	OG0014226	MSYJ104760.1	114.45299999999999	800404	orange1.1t03287.1	166.963	0
4605	OG0014229	MSYJ035390.1	0.890028	734	Cs6g16390.1	0.0	729
4606	OG0014231	MSYJ112130.1	50.6922	721	orange1.1t00571.1	119.052	60573398
4607	OG0014232	MSYJ151960.1	2.7358	0	orange1.1t00104.1	14.3496	20367632
4608	OG0014233	MSYJ059040.1	0.0	1392524	Cs2g28160.1	0.0	-655
4609	OG0014235	MSYJ197210.1	97.9045	283692	Cs8g14300.1	207.11599999999999	-112
4610	OG0014236	MSYJ092500.1	23.243000000000002	995323	Cs5g07230.1	2.65817	31585881
4611	OG0014237	MSYJ074530.1	8.38585	825455	Cs4g01680.1	1.29657	19411510
4612	OG0014238	MSYJ035120.1	2.01709	347	Cs6g16120.1	0.126769	227
4613	OG0014240	MSYJ203940.1	6.15869	-899	Cs8g20300.1	0.723861	0
4614	OG0014241	MSYJ245870.1	37.0508	935886	Cs8g05120.1	18.5092	19864036
4615	OG0014242	MSYJ160190.1	70.6681	-2779	Cs7g04200.1	95.8206	18838181
4616	OG0014243	MSYJ247300.1	8.314039999999999	707871	Cs8g08990.1	5.63224	15449587
4617	OG0014244	MSYJ011940.1	32.711999999999996	1785975	Cs1g17930.1	28.4296	0
4618	OG0014245	MSYJ004370.1	4.46937	1108783	Cs1g11350.1	3.8260699999999996	404
4619	OG0014247	MSYJ185470.1	82.2679	0	Cs2g05510.1	41.6927	26911856
4620	OG0014249	MSYJ231580.1	84.6802	2232275	Cs5g05260.1	175.113	28106023
4621	OG0014250	MSYJ110890.1	2.72948	-2143	orange1.1t00442.1	1.1497600000000001	51175938
4622	OG0014252	MSYJ254760.1	2.77995	2895397	Cs3g26720.1	5.22524	0
4623	OG0014253	MSYJ122420.1	12.0033	-1604	Cs4g06150.1	13.2587	16162087
4624	OG0014256	MSYJ165350.1	64.7534	1866221	Cs1g16335.1	22.9336	0
4625	OG0014257	MSYJ156010.1	20.5497	1471062	Cs4g15850.2	18.2112	-71
4626	OG0014258	MSYJ016220.1	41.3276	0	orange1.1t02343.1	74.3334	0
4627	OG0014259	MSYJ042050.1	100.17299999999999	622164	Cs1g14970.1	27.9275	1343
4628	OG0014260	MSYJ161330.1	14.5688	-1102	Cs7g03070.1	2.8480000000000003	11592664
4629	OG0014261	MSYJ131080.1	2.4310400000000003	1382756	Cs2g09930.1	1.0149	23444104
4630	OG0014263	MSYJ030630.1	0.0	2489599	Cs6g11090.1	0.029937599999999998	0
4631	OG0014265	MSYJ070440.1	154.056	-827	Cs9g03130.1	240.582	13251571
4632	OG0014266	MSYJ252980.1	5.76954	0	Cs5g26120.1	4.51593	167
4633	OG0014267	MSYJ141420.1	61.6394	0	Cs9g02110.1	39.7036	17712414
4634	OG0014268	MSYJ048910.1	10.8741	0	Cs1g19610.1	11.9223	0
4635	OG0014269	MSYJ206820.1	7.642239999999999	0	orange1.1t00238.1	5.3805	39803536
4636	OG0014270	MSYJ034110.1	1.2035200000000001	1054	Cs6g15110.1	1.1888	659
4637	OG0014272	MSYJ158420.1	43.4294	-4820	Cs7g23530.1	3.33704	4470
4638	OG0014273	MSYJ079470.1	22.4897	507141	Cs6g10290.1	16.6643	0
4639	OG0014275	MSYJ135500.1	25.6929	0	Cs2g17350.1	24.8549	0
4640	OG0014277	MSYJ020570.1	0.0	-549	Cs8g17330.1	0.109581	-549
4641	OG0014278	MSYJ113850.1	27.1844	-1447	orange1.1t01654.1	15.8563	-1418
4642	OG0014280	MSYJ163810.1	14.9231	179	Cs3g01380.1	22.2767	28287825
4643	OG0014281	MSYJ053060.1	1.19665	97	Cs4g15330.1	3.4575099999999996	0
4644	OG0014283	MSYJ161640.1	0.0	-47	Cs7g02750.1	0.0	9509095
4645	OG0014284	MSYJ093480.1	20.5607	0	Cs5g06180.1	47.508	32295105
4646	OG0014286	MSYJ145580.1	33.6959	238664	Cs7g29370.1	29.4547	0
4647	OG0014290	MSYJ273340.1	4.26851	-483	orange1.1t01623.1	0.26864099999999996	434
4648	OG0014292	MSYJ100550.1	8.61856	2365300	Cs6g06670.1	1.43425	12493616
4649	OG0014294	MSYJ218110.1	4.66073	3097051	Cs5g31980.1	4.5185	0
4650	OG0014295	MSYJ008870.1	4.80731	0	Cs5g25360.1	0.0	0
4651	OG0014297	MSYJ106060.1	4.68083	4713964	Cs5g08950.1	7.26721	30190576
4652	OG0014298	MSYJ128320.1	0.393956	148	Cs1g12620.1	0.0	-165
4653	OG0014299	MSYJ062950.1	3.09008	3294801	Cs4g10140.1	0.845701	13131149
4654	OG0014300	MSYJ156750.1	56.3769	654	Cs7g05830.1	84.4342	28592617
4655	OG0014301	MSYJ270440.1	0.397475	1577259	orange1.1t02708.1	0.307954	-494
4656	OG0014303	MSYJ149990.1	0.0577509	311	Cs4g16760.1	0.0	347
4657	OG0014304	MSYJ209680.1	0.592538	1579892	Cs7g13180.1	0.924474	23107485
4658	OG0014305	MSYJ036760.1	9.2421	0	Cs6g17760.2	34.7807	0
4659	OG0014308	MSYJ202950.1	42.5978	2299766	Cs6g02080.1	28.7233	14731923
4660	OG0014310	MSYJ177970.1	0.0	794	orange1.1t03759.1	0.27458299999999997	-601
4661	OG0014311	MSYJ124930.1	13.3354	1194018	orange1.1t02873.1	1.7167599999999998	0
4662	OG0014313	MSYJ245080.1	12.2552	1401382	Cs8g04310.1	16.0064	20398211
4663	OG0014321	MSYJ187630.1	32.4408	325	Cs2g03290.1	26.197	13284922
4664	OG0014322	MSYJ156160.1	37.9492	1376747	Cs4g16030.3	14.9657	323
4665	OG0014323	MSYJ071090.3	6.05769	1177	Cs7g07550.2	2.81367	27595443
4666	OG0014324	MSYJ262550.1	0.0	203	Cs7g09310.1	0.0	26277382
4667	OG0014326	MSYJ028910.1	0.554096	2472	Cs2g19900.1	0.0	-2477
4668	OG0014329	MSYJ109230.1	53.5692	-830	orange1.1t00264.1	33.6968	41561465
4669	OG0014330	MSYJ218440.1	0.0	5288377	Cs5g31510.1	0.214614	-1133
4670	OG0014332	MSYJ128900.1	20.279	0	Cs8g09600.1	20.0011	14676137
4671	OG0014333	MSYJ030330.1	39.7502	7059141	Cs6g10680.1	40.4358	-847
4672	OG0014334	MSYJ249190.1	0.0294263	2987339	orange1.1t04755.1	0.0	21
4673	OG0014335	MSYJ251060.1	9.39592	0	Cs5g28150.1	3.6741900000000003	-54
4674	OG0014336	MSYJ207250.1	38.9492	-511	Cs9g15900.1	17.4519	-259
4675	OG0014339	MSYJ100640.1	6.47663	2320091	Cs6g06790.1	0.77409	12425280
4676	OG0014341	MSYJ046660.1	6.12576	3644089	Cs1g21780.1	1.7292599999999998	-664
4677	OG0014342	MSYJ113540.1	26.5601	-389	orange1.1t01687.1	51.6259	415
4678	OG0014343	MSYJ283060.1	0.0761177	5651012	Cs1g06160.1	0.23256	22641922
4679	OG0014344	MSYJ257190.1	1.30988	-555	Cs3g24200.1	0.20778200000000002	407
4680	OG0014346	MSYJ256460.1	40.2552	5723	Cs3g24950.1	45.8	-7171
4681	OG0014347	MSYJ248280.1	0.0	-246	Cs4g12680.1	0.0	10158026
4682	OG0014348	MSYJ111030.1	40.5377	1870	orange1.1t00456.1	21.4371	51974343
4683	OG0014349	MSYJ178910.1	2.75402	0	Cs3g07270.1	0.144102	0
4684	OG0014350	MSYJ149610.1	245.213	671727	Cs7g24460.1	348.535	0
4685	OG0014351	MSYJ271050.1	30.8799	-178	Cs3g04070.1	35.2726	23893388
4686	OG0014352	MSYJ081220.1	0.0	1223569	Cs1g04420.1	0.0	24906288
4687	OG0014354	MSYJ162760.1	153.8	-1020	Cs7g01620.1	257.991	31783929
4688	OG0014356	MSYJ121050.1	17.6565	2318975	Cs4g04610.1	73.2896	17211226
4689	OG0014358	MSYJ249020.1	27.8656	0	orange1.1t03228.1	16.9951	0
4690	OG0014359	MSYJ205400.1	0.291643	0	Cs8g18780.1	0.478562	0
4691	OG0014360	MSYJ245960.1	0.131597	0	Cs8g05200.1	0.139801	19814137
4692	OG0014364	MSYJ157980.1	36.6598	2492980	Cs7g20320.1	42.4743	0
4693	OG0014365	MSYJ244940.1	11.4001	1515313	Cs8g04150.1	12.7516	19393251
4694	OG0014367	MSYJ169170.1	0.0	348	orange1.1t03931.1	0.0	348
4695	OG0014369	MSYJ116700.1	7.875660000000001	549	orange1.1t02566.1	17.4327	-572
4696	OG0014370	MSYJ012180.1	5.85262	1592439	Cs1g17690.2	3.4264900000000003	223
4697	OG0014371	MSYJ219270.1	2.4603200000000003	-244	Cs5g30660.1	1.27942	244
4698	OG0014372	MSYJ111720.1	13.0559	0	orange1.1t00534.1	9.078380000000001	57438577
4699	OG0014373	MSYJ020970.1	13.4653	731	Cs7g27710.2	19.4376	-526
4700	OG0014374	MSYJ270400.1	184.99200000000002	1869252	orange1.1t02697.1	115.069	111
4701	OG0014375	MSYJ234550.1	0.393876	1497	Cs5g02080.1	0.630352	35280891
4702	OG0014377	MSYJ282870.1	8.21526	3904546	Cs1g05950.1	1.67451	23008784
4703	OG0014378	MSYJ257170.1	0.35696	0	Cs3g24220.1	0.504564	0
4704	OG0014380	MSYJ234620.1	30.6106	0	Cs5g02010.1	40.2591	35315026
4705	OG0014381	MSYJ133770.1	0.9291149999999999	471	Cs2g12700.1	10.4439	21254500
4706	OG0014382	MSYJ047860.1	0.0	0	Cs1g20630.1	0.0	0
4707	OG0014383	MSYJ079970.1	14.286	171840	Cs5g32760.1	20.934	-804
4708	OG0014385	MSYJ094340.1	0.0	1734828	Cs6g12580.1	0.14363399999999998	69
4709	OG0014386	MSYJ067020.1	17.7653	-121	Cs3g15430.1	14.1699	102
4710	OG0014387	MSYJ209060.1	9.67066	2110359	Cs7g12510.1	4.88464	23693259
4711	OG0014388	MSYJ152770.1	92.3829	1334884	Cs7g22360.1	32.6809	147
4712	OG0014389	MSYJ191250.1	6.041440000000001	0	Cs2g28910.1	1.38642	0
4713	OG0014390	MSYJ056640.1	9.581610000000001	0	Cs2g18810.1	0.973493	0
4714	OG0014391	MSYJ252250.1	11.4652	4639	Cs5g26830.1	12.1826	-323
4715	OG0014392	MSYJ079560.1	139.713	446101	Cs6g10385.1	72.1475	-277
4716	OG0014393	MSYJ254770.1	3.1881	2887841	Cs3g26710.1	0.9603879999999999	0
4717	OG0014394	MSYJ163260.1	0.0	0	Cs7g01080.1	0.0	32139036
4718	OG0014395	MSYJ254030.1	35.5089	3360386	Cs3g27420.2	67.7294	485
4719	OG0014398	MSYJ009990.1	57.1115	859938	Cs3g12100.3	64.2924	-162
4720	OG0014399	MSYJ102290.1	0.0	0	Cs6g03890.1	3.0442400000000003	16754477
4721	OG0014401	MSYJ061910.1	4.9413800000000005	188365	Cs2g25300.1	2.59049	5332
4722	OG0014402	MSYJ112140.1	16.1176	111	orange1.1t00573.1	19.8241	60632868
4723	OG0014403	MSYJ030290.1	58.6899	6271885	Cs6g10620.1	59.4561	426
4724	OG0014404	MSYJ016670.1	49.5129	1828175	Cs6g08770.1	17.7278	204
4725	OG0014405	MSYJ191610.1	24.1918	0	Cs2g29260.1	19.7405	-1
4726	OG0014406	MSYJ234090.1	0.0400022	2233	Cs5g02550.1	0.0	10250391
4727	OG0014407	MSYJ214740.1	0.0	0	Cs5g18940.1	0.0	-1267
4728	OG0014408	MSYJ109920.1	0.031479200000000006	0	orange1.1t00342.1	0.0	45497272
4729	OG0014409	MSYJ118050.1	0.0	682821	Cs9g18560.1	0.0	-288
4730	OG0014411	MSYJ279270.1	0.728304	-1035	Cs1g26290.1	0.620315	-352
4731	OG0014413	MSYJ029520.1	0.166079	-733	Cs8g11910.1	0.0	900
4732	OG0014414	MSYJ125210.1	0.832024	899213	orange1.1t04490.1	0.08085830000000001	0
4733	OG0014415	MSYJ104150.1	31.8809	0	Cs4g17170.1	55.0014	0
4734	OG0014417	MSYJ086840.1	26.2319	-70	Cs4g08980.1	25.3151	14005408
4735	OG0014419	MSYJ031100.1	15.1949	5393771	orange1.1t02286.1	0.0	269
4736	OG0014420	MSYJ072540.1	0.743887	762	orange1.1t02911.1	0.0	-465
4737	OG0014421	MSYJ281740.1	19.4781	-311	Cs7g18970.1	8.57704	427
4738	OG0014422	MSYJ153830.1	9.67366	1079592	orange1.1t02437.1	31.1335	0
4739	OG0014423	MSYJ235980.1	23.8895	891642	Cs1g01550.1	58.2035	28089455
4740	OG0014424	MSYJ253010.1	83.5479	0	Cs5g26100.1	72.8265	0
4741	OG0014426	MSYJ010390.1	24.1531	314381	Cs3g11660.1	17.2108	-355
4742	OG0014427	MSYJ224730.1	88.7951	511474	Cs5g14550.1	85.7699	0
4743	OG0014428	MSYJ071440.1	113.51299999999999	0	Cs7g07180.1	45.6388	27903686
4744	OG0014429	MSYJ183610.1	3.2809199999999996	-761	Cs2g07510.1	0.782913	26292625
4745	OG0014430	MSYJ222930.1	0.0	93654	orange1.1t03439.1	0.0	686
4746	OG0014432	MSYJ141350.1	1.03641	0	Cs9g02180.1	0.0	17666860
4747	OG0014434	MSYJ055810.1	95.4555	-388	orange1.1t01559.1	52.7424	0
4748	OG0014435	MSYJ258790.1	9.12893	-473	Cs3g22600.1	2.59995	200
4749	OG0014436	MSYJ233330.1	8.71482	425	Cs5g03360.1	9.39289	15515023
4750	OG0014437	MSYJ254250.1	12.4091	3189975	Cs3g27190.1	10.1832	601
4751	OG0014439	MSYJ156640.1	27.0626	106	Cs7g05950.1	22.1201	28894771
4752	OG0014441	MSYJ028460.1	21.5991	126	Cs2g20420.1	19.2101	-259
4753	OG0014442	MSYJ110800.1	0.117779	781	orange1.1t00435.1	0.0	50660135
4754	OG0014443	MSYJ069610.1	7.8525	2118243	Cs6g20710.1	24.4227	0
4755	OG0014445	MSYJ151310.1	10.0531	389	Cs3g07640.1	8.21937	379
4756	OG0014446	MSYJ058930.1	0.0397616	2586836	Cs2g28310.1	0.0	0
4757	OG0014449	MSYJ224490.1	273.568	944553	Cs5g15150.1	199.896	0
4758	OG0014450	MSYJ013450.1	0.0	0	Cs1g16070.1	0.0	0
4759	OG0014451	MSYJ101200.1	2.83078	-204	Cs6g06180.1	0.306114	13291216
4760	OG0014453	MSYJ139750.1	149.445	-3570	Cs9g04440.1	145.785	15984159
4761	OG0014454	MSYJ174840.1	48.2297	0	Cs8g06450.1	40.5007	18427541
4762	OG0014455	MSYJ043920.1	1.1867	0	Cs2g24610.1	0.0	0
4763	OG0014456	MSYJ183870.1	0.426857	1353	Cs2g07260.1	1.17254	26460452
4764	OG0014457	MSYJ048070.1	0.555085	-348	Cs1g20430.1	0.381728	343
4765	OG0014458	MSYJ089020.1	12.8476	0	orange1.1t04013.1	14.7468	0
4766	OG0014460	MSYJ013460.1	0.023690700000000002	0	Cs1g16060.1	0.0	0
4767	OG0014463	MSYJ130080.1	0.0361091	108991	orange1.1t02690.1	0.0	0
4768	OG0014464	MSYJ184410.1	0.49620299999999995	0	Cs2g06700.1	0.0501837	26925664
4769	OG0014465	MSYJ235450.1	78.115	-498	Cs2g14280.1	48.7374	197
4770	OG0014466	MSYJ151370.1	139.107	0	Cs3g07660.1	4.92075	0
4771	OG0014467	MSYJ165700.1	0.0	1654302	Cs9g07290.1	0.0901198	13938281
4772	OG0014468	MSYJ070170.1	2.24936	1577341	Cs8g08630.1	50.4447	15765993
4773	OG0014469	MSYJ161050.1	2.9936	-4502	Cs7g03340.1	0.557752	12959031
4774	OG0014470	MSYJ062890.1	3.67444	2559045	Cs4g10200.1	2.58101	13017398
4775	OG0014472	MSYJ221950.1	282.837	82	Cs9g11700.1	310.697	8656205
4776	OG0014473	MSYJ027670.1	8.06537	2880017	Cs2g21340.1	6.59742	-297
4777	OG0014474	MSYJ114240.1	0.0	50	Cs5g33520.1	0.0	-50
4778	OG0014476	MSYJ282060.1	0.25627	0	Cs7g17610.1	0.103692	0
4779	OG0014478	MSYJ072490.1	0.617395	0	Cs5g16110.1	0.5714739999999999	-36
4780	OG0014480	MSYJ047470.1	0.0	-1354	Cs1g20990.1	0.07196010000000001	-342
4781	OG0014481	MSYJ253890.1	24.1693	3408765	Cs3g27570.1	12.0613	0
4782	OG0014482	MSYJ104160.1	0.386914	0	Cs4g17160.1	0.27415900000000004	0
4783	OG0014483	MSYJ237570.1	5.442019999999999	390075	Cs8g06840.1	3.17053	17891994
4784	OG0014484	MSYJ239250.1	26.5708	1107554	Cs9g08840.1	3.53286	12453575
4785	OG0014485	MSYJ255240.1	351.343	-465	Cs3g26260.2	287.813	359
4786	OG0014487	MSYJ243780.1	5.69928	-547	orange1.1t05753.1	0.0	-406
4787	OG0014491	MSYJ208440.1	21.426	2606	Cs5g33230.1	4.41482	0
4788	OG0014494	MSYJ271980.1	21.9577	156	Cs9g15690.1	8.70471	141
4789	OG0014495	MSYJ280170.1	0.392219	657	Cs6g14560.1	0.148302	-178
4790	OG0014496	MSYJ205520.1	43.7569	-116	Cs8g18680.1	10.6289	100
4791	OG0014497	MSYJ059020.1	1.37256	1214608	Cs2g28180.1	1.1920600000000001	0
4792	OG0014498	MSYJ242760.1	1.6495099999999998	459	Cs4g04870.1	1.97243	17005550
4793	OG0014500	MSYJ254920.1	13.5474	-296	Cs3g26590.1	3.93155	226
4794	OG0014501	MSYJ067100.1	30.7043	0	Cs3g15360.1	21.7479	0
4795	OG0014503	MSYJ276770.1	0.767813	2196748	Cs1g23800.1	0.624075	-350
4796	OG0014504	MSYJ189390.1	1.9257099999999998	208	Cs2g01380.2	8.728819999999999	30413870
