Orthogroup	Species	Gene	Expr
OG0004844	Cr	MSYJ055870.1	0.193831
OG0004844	Cs	orange1.1t01552.1	1.8745
OG0004845	Cs	Cs2g11890.1	22.1433
OG0004845	Cr	MSYJ132960.1	6.22588
OG0004846	Cs	Cs3g17600.1	52.7934
OG0004846	Cr	MSYJ064990.1	16.1312
OG0004847	Cr	MSYJ184480.2	63.964
OG0004850	Cs	Cs5g26910.2	38.8856
OG0004850	Cr	MSYJ252130.1	153.551
OG0004851	Cs	Cs7g05550.1	47.4522
OG0004851	Cr	MSYJ121820.1	1.30844
OG0004852	Cr	MSYJ159490.1	0.875629
OG0004853	Cr	MSYJ044140.1	20.7339
OG0004854	Cs	Cs1g25450.1	0
OG0004854	Cr	MSYJ173570.1	0
OG0004854	Cr	MSYJ278440.1	0
OG0004855	Cs	Cs3g19100.1	0.0857587
OG0004855	Cs	Cs3g19130.1	0
OG0004855	Cr	MSYJ063580.1	4.98588
OG0004857	Cr	MSYJ107620.1	28.7447
OG0004858	Cs	Cs2g05060.1	4.82527
OG0004858	Cr	MSYJ151160.1	0
OG0004858	Cr	MSYJ185920.1	7.94984
OG0004859	Cs	Cs1g07660.1	0
OG0004859	Cs	Cs7g14230.1	0
OG0004859	Cr	MSYJ284370.1	0
OG0004861	Cs	Cs7g24690.1	20.8828
OG0004861	Cr	MSYJ146590.1	8.22396
OG0004861	Cr	MSYJ170430.1	8.22396
OG0004862	Cs	Cs3g20910.1	45.9262
OG0004862	Cs	Cs7g19860.1	2.77915
OG0004862	Cr	MSYJ249430.1	53.3678
OG0004863	Cs	Cs1g24640.1	2.95463
OG0004863	Cs	Cs3g25300.1	1.94231
OG0004863	Cr	MSYJ277610.1	3.61313
OG0004864	Cr	MSYJ212310.3	63.1947
OG0004865	Cr	MSYJ137440.1	0
OG0004865	Cr	MSYJ137460.1	0.120584
OG0004865	Cr	MSYJ137540.1	0
OG0004866	Cs	Cs3g06990.1	0
OG0004866	Cr	MSYJ096790.1	0.171193
OG0004866	Cr	MSYJ179060.1	0
OG0004867	Cr	MSYJ153960.1	0
OG0004867	Cr	MSYJ266010.1	0
OG0004867	Cr	MSYJ266040.1	0.531133
OG0004868	Cs	Cs5g28010.1	94.4636
OG0004868	Cr	MSYJ251180.1	92.1917
OG0004869	Cr	MSYJ141720.1	42.1489
OG0004870	Cr	MSYJ201630.1	43.7656
OG0004871	Cs	Cs5g16170.1	5.01968
OG0004871	Cr	MSYJ072380.1	3.65833
OG0004872	Cs	Cs7g10960.1	233.54
OG0004872	Cr	MSYJ264270.1	20.059
OG0004873	Cr	MSYJ279020.1	59.3389
OG0004874	Cr	MSYJ112690.1	23.0759
OG0004874	Cs	orange1.1t01782.1	17.0573
OG0004875	Cr	MSYJ123240.1	45.152
OG0004877	Cs	Cs5g19705.1	15.2042
OG0004877	Cr	MSYJ286510.2	4.80386
OG0004878	Cs	Cs7g21940.1	29.8265
OG0004878	Cr	MSYJ149490.2	38.9286
OG0004879	Cr	MSYJ024000.1	0.576029
OG0004879	Cr	MSYJ178070.1	0
OG0004879	Cs	orange1.1t03749.1	0
OG0004880	Cs	Cs4g07200.1	0
OG0004880	Cr	MSYJ123440.1	0.656802
OG0004880	Cr	MSYJ271600.1	0
OG0004881	Cr	MSYJ277830.2	25.841
OG0004882	Cs	Cs4g13390.1	11.6436
OG0004882	Cr	MSYJ021470.2	10.1656
OG0004883	Cr	MSYJ108300.1	23.468
OG0004884	Cs	Cs5g24590.1	54.4119
OG0004884	Cr	MSYJ225570.1	15.1589
OG0004885	Cr	MSYJ103950.1	10.2918
OG0004887	Cs	Cs3g25990.1	76.981
OG0004887	Cr	MSYJ255470.1	64.2906
OG0004889	Cs	Cs3g17440.1	36.1759
OG0004889	Cr	MSYJ065130.1	32.2539
OG0004890	Cs	Cs7g30680.1	11.6107
OG0004890	Cr	MSYJ051050.1	44.792
OG0004891	Cr	MSYJ039830.1	0
OG0004891	Cr	MSYJ053680.1	0
OG0004891	Cr	MSYJ053710.1	0
OG0004892	Cs	Cs5g24840.2	16.7074
OG0004892	Cr	MSYJ225800.1	11.6881
OG0004893	Cs	Cs8g13710.1	14.4355
OG0004893	Cs	Cs8g13730.1	3.89862
OG0004893	Cr	MSYJ247860.1	0.11924
OG0004894	Cs	Cs7g10320.1	2.03801
OG0004894	Cr	MSYJ030940.1	0.208293
OG0004894	Cr	MSYJ263620.1	3.60149
OG0004895	Cs	Cs1g13120.1	26.9523
OG0004895	Cr	MSYJ138320.1	18.2121
OG0004896	Cr	MSYJ038710.1	0.871238
OG0004896	Cr	MSYJ038720.1	1.10858
OG0004897	Cs	Cs1g14300.1	4.82768
OG0004897	Cs	Cs1g22380.1	3.30101
OG0004897	Cr	MSYJ041890.1	8.66067
OG0004898	Cr	MSYJ044330.1	0
OG0004898	Cr	MSYJ045450.1	0
OG0004898	Cr	MSYJ154510.1	0
OG0004899	Cs	Cs4g08090.1	9.40146
OG0004899	Cr	MSYJ087620.1	34.6544
OG0004899	Cr	MSYJ087670.1	0.31896
OG0004900	Cr	MSYJ050020.1	47.3462
OG0004901	Cr	MSYJ018030.1	214.096
OG0004902	Cs	Cs1g18330.2	20.5374
OG0004902	Cr	MSYJ011540.1	13.5527
OG0004903	Cr	MSYJ001940.1	0
OG0004903	Cr	MSYJ180160.1	0
OG0004903	Cr	MSYJ224300.1	0
OG0004904	Cr	MSYJ211320.1	0.437939
OG0004905	Cs	Cs8g04380.1	11.1262
OG0004905	Cr	MSYJ245150.1	30.6836
OG0004906	Cs	Cs5g15890.1	0.914083
OG0004906	Cr	MSYJ242040.1	4.43148
OG0004907	Cr	MSYJ118350.1	1.04664
OG0004907	Cr	MSYJ212720.1	0
OG0004907	Cs	orange1.1t03098.1	177.884
OG0004908	Cs	orange1.1t05351.1	0
OG0004909	Cr	MSYJ084700.1	0
OG0004909	Cr	MSYJ126930.1	0.0647444
OG0004909	Cs	orange1.1t04417.1	0
OG0004910	Cr	MSYJ138410.1	25.9196
OG0004911	Cr	MSYJ181540.1	0.245605
OG0004911	Cr	MSYJ222030.1	9.26059
OG0004912	Cs	Cs1g06950.1	15.2422
OG0004912	Cr	MSYJ283730.1	8.06038
OG0004913	Cr	MSYJ038940.2	10.8465
OG0004914	Cs	Cs8g07060.1	0
OG0004914	Cr	MSYJ129120.1	0.293966
OG0004914	Cr	MSYJ129220.1	0.0491266
OG0004915	Cr	MSYJ113750.1	20.026
OG0004915	Cs	orange1.1t01664.2	16.4779
OG0004916	Cr	MSYJ171140.1	21.8245
OG0004917	Cs	Cs5g32280.1	1.95964
OG0004917	Cr	MSYJ084290.1	0.285136
OG0004917	Cr	MSYJ217830.1	0
OG0004918	Cr	MSYJ237040.1	30.8647
OG0004919	Cr	MSYJ155570.1	0
OG0004919	Cr	MSYJ235680.1	0
OG0004919	Cr	MSYJ241230.1	0
OG0004920	Cr	MSYJ078100.1	0
OG0004920	Cr	MSYJ124600.1	0
OG0004920	Cr	MSYJ281020.1	26.6941
OG0004922	Cr	MSYJ034310.1	73.2192
OG0004924	Cr	MSYJ137360.1	7.12694
OG0004925	Cs	Cs2g09730.1	47.7137
OG0004925	Cr	MSYJ125620.2	12.9055
OG0004926	Cr	MSYJ031920.2	6.93631
OG0004926	Cs	orange1.1t02205.1	46.1364
OG0004927	Cr	MSYJ270090.1	49.1119
OG0004928	Cs	Cs3g13890.1	75.4225
OG0004928	Cr	MSYJ068710.1	90.8638
OG0004929	Cr	MSYJ215100.1	0
OG0004929	Cr	MSYJ269350.1	0
OG0004929	Cr	MSYJ286900.1	0
OG0004930	Cr	MSYJ123260.3	18.0151
OG0004931	Cr	MSYJ057340.1	0
OG0004931	Cr	MSYJ058700.1	49.2373
OG0004931	Cr	MSYJ080930.1	0
OG0004932	Cs	Cs8g20840.1	6.24406
OG0004932	Cr	MSYJ203350.1	33.0292
OG0004933	Cr	MSYJ233740.1	38.5851
OG0004934	Cr	MSYJ232830.1	15.7845
OG0004935	Cs	Cs8g11420.1	0.811459
OG0004935	Cr	MSYJ001480.1	0
OG0004935	Cr	MSYJ008950.1	0
OG0004936	Cs	Cs4g19150.1	23.808
OG0004936	Cr	MSYJ148210.1	134.443
OG0004937	Cr	MSYJ026540.1	0
OG0004937	Cs	orange1.1t04226.1	0
OG0004938	Cs	Cs4g19700.1	37.7651
OG0004938	Cs	Cs8g05460.1	17.2729
OG0004938	Cr	MSYJ246190.1	23.6057
OG0004939	Cs	Cs7g03660.1	0.794844
OG0004939	Cr	MSYJ160700.1	6.26096
OG0004939	Cr	MSYJ162620.1	0
OG0004940	Cr	MSYJ174060.1	57.5096
OG0004942	Cs	Cs4g05750.2	16.0496
OG0004942	Cr	MSYJ122030.1	23.4001
OG0004943	Cs	Cs1g17320.1	22.6032
OG0004943	Cr	MSYJ012560.2	44.9858
OG0004944	Cs	Cs4g08310.1	10.2123
OG0004944	Cr	MSYJ087410.1	11.4297
OG0004945	Cr	MSYJ113700.1	39.3507
OG0004945	Cs	orange1.1t00295.1	6.41282
OG0004945	Cs	orange1.1t01668.1	62.6859
OG0004946	Cr	MSYJ009900.1	0
OG0004946	Cr	MSYJ054710.1	0
OG0004947	Cs	Cs5g12090.1	31.6533
OG0004947	Cr	MSYJ177180.1	20.9343
OG0004948	Cr	MSYJ074020.1	43.7955
OG0004949	Cr	MSYJ063960.3	13.7306
OG0004950	Cs	Cs5g27270.1	16.6083
OG0004950	Cr	MSYJ251840.1	6.298
OG0004951	Cs	Cs2g07360.1	8.16377
OG0004951	Cr	MSYJ183770.1	3.32415
OG0004953	Cr	MSYJ124720.1	16.0063
OG0004954	Cr	MSYJ109710.1	11.0626
OG0004956	Cs	Cs2g30270.1	2.33903
OG0004956	Cr	MSYJ193300.1	1.78969
OG0004957	Cs	Cs1g03430.1	18.4278
OG0004957	Cr	MSYJ108120.1	9.27006
OG0004958	Cr	MSYJ219320.1	48.6521
OG0004959	Cs	Cs3g24700.1	44.1236
OG0004959	Cr	MSYJ256700.1	23.9765
OG0004960	Cr	MSYJ187040.1	57.5862
OG0004962	Cr	MSYJ181580.1	0.735656
OG0004962	Cr	MSYJ194780.1	0
OG0004962	Cr	MSYJ235600.1	0
OG0004964	Cr	MSYJ006090.1	0.210624
OG0004964	Cr	MSYJ222580.1	0
OG0004964	Cs	orange1.1t04841.1	0
OG0004965	Cr	MSYJ211900.1	10.4373
OG0004965	Cs	orange1.1t00800.1	12.5895
OG0004965	Cs	orange1.1t06022.1	0.833261
OG0004966	Cs	Cs3g27650.1	0.571512
OG0004966	Cs	Cs8g01290.1	0.496884
OG0004966	Cr	MSYJ253800.1	4.20993
OG0004967	Cr	MSYJ114820.1	4.59909
OG0004968	Cr	MSYJ173840.1	0
OG0004968	Cs	orange1.1t03317.1	0
OG0004968	Cs	orange1.1t04351.1	0
OG0004969	Cs	Cs2g15820.1	23.2739
OG0004969	Cr	MSYJ164670.2	22.7942
OG0004970	Cr	MSYJ138470.1	9.45613
OG0004971	Cs	Cs7g23100.1	4.14092
OG0004971	Cr	MSYJ158130.1	7.08688
OG0004971	Cr	MSYJ216540.1	1.94895
OG0004972	Cr	MSYJ000480.1	0.0260594
OG0004972	Cr	MSYJ000500.1	0
OG0004972	Cr	MSYJ000550.1	0
OG0004974	Cs	Cs5g11220.1	0.363739
OG0004974	Cr	MSYJ208190.1	22.0048
OG0004976	Cr	MSYJ103880.1	0
OG0004976	Cr	MSYJ168360.1	0
OG0004976	Cr	MSYJ226280.1	0
OG0004977	Cr	MSYJ194400.1	0
OG0004977	Cr	MSYJ266670.1	0
OG0004977	Cs	orange1.1t02027.1	0
OG0004979	Cs	Cs1g02950.2	21.7962
OG0004979	Cr	MSYJ107640.1	25.0169
OG0004979	Cr	MSYJ260020.1	5.4087
OG0004980	Cs	Cs1g07540.2	0.27413
OG0004980	Cr	MSYJ284270.1	0.234146
OG0004981	Cs	Cs9g02790.1	0
OG0004981	Cs	Cs9g03590.2	1.82441
OG0004981	Cr	MSYJ140640.1	0
OG0004982	Cs	Cs4g15735.1	255.029
OG0004982	Cr	MSYJ155900.1	839.553
OG0004982	Cs	orange1.1t00458.1	46.9669
OG0004983	Cs	Cs2g17660.1	48.3712
OG0004983	Cr	MSYJ135800.1	22.976
OG0004984	Cs	Cs8g02230.1	0.323947
OG0004984	Cr	MSYJ142960.1	1.11526
OG0004984	Cr	MSYJ143150.1	3.62203
OG0004985	Cs	Cs2g29220.1	292.669
OG0004985	Cr	MSYJ191570.1	203.793
OG0004988	Cs	Cs5g17070.1	59.7784
OG0004988	Cr	MSYJ285330.1	12.9208
OG0004989	Cr	MSYJ249310.1	30.0966
OG0004990	Cs	Cs9g16150.1	82.0169
OG0004990	Cr	MSYJ210140.1	52.3745
OG0004990	Cs	orange1.1t03843.1	8.17284
OG0004991	Cr	MSYJ143030.1	12.2635
OG0004992	Cs	Cs2g26120.1	0
OG0004992	Cr	MSYJ018270.1	0
OG0004992	Cr	MSYJ244000.1	0
OG0004993	Cr	MSYJ031710.4	19.4741
OG0004994	Cr	MSYJ203930.1	56.361
OG0004996	Cs	Cs7g11510.1	8.44746
OG0004996	Cr	MSYJ264750.2	7.03001
OG0004997	Cs	Cs1g01010.1	84.478
OG0004997	Cr	MSYJ235700.1	76.2718
OG0005000	Cs	Cs5g33430.1	1.29528
OG0005000	Cr	MSYJ114340.1	0
OG0005000	Cr	MSYJ237980.1	0
OG0005001	Cs	Cs1g21080.1	1.04203
OG0005001	Cr	MSYJ047380.1	3.72353
OG0005003	Cs	Cs1g10430.1	0
OG0005003	Cs	Cs3g12200.1	10.8113
OG0005003	Cr	MSYJ042840.1	63.9364
OG0005004	Cr	MSYJ109450.1	10.1179
OG0005005	Cs	Cs6g20580.1	114.26
OG0005005	Cr	MSYJ069480.2	50.3636
OG0005006	Cr	MSYJ143170.1	0.194947
OG0005007	Cs	Cs6g15780.1	8.80995
OG0005007	Cr	MSYJ034780.3	6.58241
OG0005008	Cs	Cs1g05340.1	0
OG0005008	Cs	Cs7g20880.1	0
OG0005008	Cr	MSYJ150780.1	0.054864
OG0005009	Cr	MSYJ108330.1	0.532691
OG0005009	Cr	MSYJ288040.1	0
OG0005009	Cs	orange1.1t00176.1	0
OG0005011	Cs	Cs6g11910.1	20.6046
OG0005011	Cr	MSYJ088540.1	28.9951
OG0005011	Cr	MSYJ152250.1	0
OG0005012	Cr	MSYJ184710.4	102.834
OG0005013	Cs	Cs3g27670.1	62.6465
OG0005013	Cr	MSYJ253780.1	66.6924
OG0005014	Cs	Cs1g03330.1	25.2603
OG0005014	Cs	Cs5g08410.1	115.479
OG0005014	Cr	MSYJ105510.1	107.54
OG0005015	Cr	MSYJ056390.1	13.0551
OG0005016	Cs	Cs2g02720.1	17.7237
OG0005016	Cr	MSYJ188160.1	9.82796
OG0005017	Cr	MSYJ060790.1	0
OG0005017	Cr	MSYJ237110.1	0
OG0005017	Cs	orange1.1t02645.1	0.263526
OG0005018	Cs	Cs3g27300.1	3.91553
OG0005018	Cr	MSYJ254150.3	4.15316
OG0005019	Cr	MSYJ033550.1	3.46586
OG0005019	Cr	MSYJ103900.1	2.43695
OG0005020	Cr	MSYJ221340.1	51.8351
OG0005020	Cs	orange1.1t04112.1	136.271
OG0005021	Cs	Cs1g05350.1	0.203954
OG0005021	Cs	Cs1g05460.1	0.03177
OG0005021	Cr	MSYJ082320.1	0.0406429
OG0005022	Cs	Cs2g24790.1	8.82032
OG0005023	Cr	MSYJ174650.1	15.6068
OG0005024	Cr	MSYJ224080.1	43.1787
OG0005025	Cr	MSYJ087300.1	59.9548
OG0005026	Cr	MSYJ154420.1	0
OG0005026	Cr	MSYJ211800.1	0
OG0005026	Cr	MSYJ280300.1	0
OG0005027	Cs	Cs4g16180.1	1.72391
OG0005027	Cr	MSYJ156300.1	1.43157
OG0005028	Cr	MSYJ172600.1	107.047
OG0005028	Cr	MSYJ202220.1	0
OG0005028	Cr	MSYJ202270.1	0.0764419
OG0005029	Cr	MSYJ091510.1	0
OG0005029	Cr	MSYJ150660.1	0
OG0005029	Cr	MSYJ238200.1	0
OG0005030	Cs	Cs5g07030.1	0
OG0005030	Cr	MSYJ092690.1	0
OG0005030	Cr	MSYJ126070.1	0
OG0005031	Cr	MSYJ151690.1	0
OG0005031	Cr	MSYJ241510.1	11.5042
OG0005031	Cs	orange1.1t05646.1	9.99904
OG0005032	Cr	MSYJ159890.1	7.45502
OG0005033	Cr	MSYJ250340.1	47.8832
OG0005034	Cs	Cs7g25750.1	16.4594
OG0005034	Cr	MSYJ177440.1	51.0409
OG0005035	Cs	Cs4g15780.1	13.052
OG0005035	Cs	orange1.1t05876.1	225.547
OG0005037	Cs	Cs2g11690.1	16.5832
OG0005037	Cr	MSYJ132730.2	27.3111
OG0005038	Cs	Cs1g08380.1	28.3123
OG0005038	Cs	Cs5g23684.2	0
OG0005038	Cr	MSYJ099550.1	20.2366
OG0005039	Cs	Cs4g02710.1	13.2073
OG0005039	Cr	MSYJ006120.1	1.80276
OG0005039	Cr	MSYJ075610.1	25.2859
OG0005040	Cr	MSYJ051530.1	0
OG0005040	Cr	MSYJ169070.1	0
OG0005040	Cr	MSYJ242490.1	0
OG0005041	Cr	MSYJ099860.1	1.04334
OG0005041	Cr	MSYJ122110.1	0
OG0005041	Cr	MSYJ240130.1	1100.66
OG0005042	Cr	MSYJ159110.1	324.674
OG0005042	Cr	MSYJ159140.1	128.915
OG0005042	Cs	orange1.1t05829.1	0.260568
OG0005043	Cr	MSYJ251150.1	116.782
OG0005044	Cr	MSYJ046620.2	4.69224
OG0005045	Cs	Cs1g15750.1	14.5167
OG0005045	Cr	MSYJ013800.1	2.64843
OG0005047	Cs	Cs3g14720.1	0
OG0005047	Cs	Cs3g14740.1	0
OG0005047	Cr	MSYJ067810.1	0.112518
OG0005048	Cs	Cs3g18130.1	1.56774
OG0005048	Cs	Cs3g27740.1	49.9264
OG0005048	Cr	MSYJ253710.1	23.9212
OG0005050	Cs	Cs1g01730.1	0.228856
OG0005050	Cr	MSYJ236410.1	0.0490502
OG0005050	Cr	MSYJ237900.1	3.02264
OG0005052	Cs	Cs2g18200.1	11.1474
OG0005052	Cr	MSYJ056030.1	6.76204
OG0005053	Cs	Cs4g07620.2	70.4825
OG0005053	Cr	MSYJ123840.1	48.493
OG0005054	Cr	MSYJ049270.1	0.425464
OG0005054	Cr	MSYJ116860.1	4.51621
OG0005054	Cs	orange1.1t02550.1	0.592752
OG0005055	Cr	MSYJ015850.1	88.3901
OG0005055	Cs	orange1.1t01461.1	806.545
OG0005056	Cs	Cs7g15100.1	13.8836
OG0005056	Cr	MSYJ242880.2	7.89694
OG0005057	Cr	MSYJ181510.1	28.179
OG0005058	Cs	Cs1g26690.1	42.8573
OG0005058	Cr	MSYJ279660.1	29.4553
OG0005060	Cs	Cs6g07630.1	0.814463
OG0005060	Cr	MSYJ017660.1	2.34217
OG0005060	Cr	MSYJ017670.1	0.537981
OG0005061	Cs	Cs3g19610.1	4.68614
OG0005061	Cr	MSYJ085930.2	16.4058
OG0005062	Cr	MSYJ074060.1	23.2056
OG0005063	Cr	MSYJ069170.1	8.47485
OG0005064	Cr	MSYJ093080.1	16.7846
OG0005065	Cs	Cs6g19200.1	24.7477
OG0005066	Cr	MSYJ197530.1	0.596979
OG0005066	Cr	MSYJ223220.1	0.0435804
OG0005066	Cs	orange1.1t04176.1	0
OG0005067	Cs	orange1.1t00530.1	36.7164
OG0005068	Cr	MSYJ122910.1	2.92219
OG0005068	Cr	MSYJ198520.1	7.15123
OG0005068	Cr	MSYJ268210.1	0
OG0005069	Cs	Cs3g15580.1	27.4688
OG0005069	Cr	MSYJ066880.2	59.9946
OG0005071	Cs	Cs7g26490.1	0
OG0005071	Cr	MSYJ015580.1	0
OG0005071	Cr	MSYJ178390.1	0
OG0005072	Cs	Cs2g03830.1	20.7152
OG0005072	Cs	Cs9g01920.2	20.8494
OG0005072	Cr	MSYJ141590.1	38.9826
OG0005073	Cs	Cs4g05860.1	0
OG0005073	Cr	MSYJ044660.1	0.196902
OG0005073	Cr	MSYJ122120.1	0
OG0005074	Cr	MSYJ118610.1	15.6035
OG0005075	Cr	MSYJ029560.1	11.7698
OG0005076	Cr	MSYJ013300.1	6.84087
OG0005076	Cr	MSYJ088950.1	0.522747
OG0005076	Cs	orange1.1t02397.1	0
OG0005077	Cr	MSYJ015610.1	0
OG0005077	Cr	MSYJ016370.1	0.410712
OG0005077	Cr	MSYJ194570.1	0
OG0005078	Cs	Cs1g04580.1	1.41568
OG0005078	Cr	MSYJ081440.1	69.0683
OG0005078	Cr	MSYJ081500.1	0
OG0005079	Cs	Cs1g19280.1	348.767
OG0005079	Cr	MSYJ049180.1	29.1086
OG0005080	Cs	Cs9g16750.1	2.52996
OG0005080	Cr	MSYJ210590.1	4.03503
OG0005081	Cs	Cs3g24140.2	88.3946
OG0005081	Cr	MSYJ257260.1	31.612
OG0005081	Cr	MSYJ287980.1	6.88354
OG0005082	Cs	Cs6g05470.1	0
OG0005082	Cr	MSYJ101730.1	0
OG0005082	Cr	MSYJ101750.1	0
OG0005083	Cr	MSYJ202560.1	9.58593
OG0005084	Cr	MSYJ220740.1	18.5096
OG0005085	Cs	Cs5g32670.1	17.7707
OG0005085	Cr	MSYJ080060.1	14.834
OG0005086	Cs	Cs5g12350.1	0
OG0005086	Cr	MSYJ177380.1	56.3488
OG0005086	Cs	orange1.1t01154.1	54.3628
OG0005087	Cr	MSYJ259360.1	0.655719
OG0005087	Cs	orange1.1t03799.1	0.296038
OG0005089	Cs	Cs2g26190.1	0
OG0005089	Cr	MSYJ194580.1	0
OG0005089	Cr	MSYJ222770.1	1.00495
OG0005090	Cs	Cs7g08490.2	68.2595
OG0005090	Cr	MSYJ261760.2	88.5358
OG0005092	Cr	MSYJ077740.1	18.1757
OG0005093	Cs	Cs2g20890.1	5.63101
OG0005093	Cr	MSYJ028060.2	5.94303
OG0005094	Cs	Cs3g25890.2	56.702
OG0005094	Cr	MSYJ255560.2	59.6272
OG0005095	Cs	Cs9g03780.2	6.16843
OG0005095	Cr	MSYJ140460.1	16.4776
OG0005096	Cr	MSYJ059050.1	0.96551
OG0005097	Cr	MSYJ057500.1	0
OG0005097	Cr	MSYJ127150.1	0.57656
OG0005097	Cr	MSYJ284820.1	0
OG0005098	Cr	MSYJ110620.1	20.3315
OG0005098	Cr	MSYJ224750.1	1.06225
OG0005098	Cs	orange1.1t00415.1	20.1512
OG0005099	Cr	MSYJ004280.1	0
OG0005099	Cr	MSYJ202630.1	0
OG0005099	Cs	orange1.1t03118.1	0
OG0005100	Cs	Cs1g13490.1	0
OG0005100	Cr	MSYJ072450.1	0
OG0005100	Cr	MSYJ157990.1	0
OG0005101	Cs	Cs5g18340.1	21.334
OG0005101	Cr	MSYJ286190.1	9.02476
OG0005102	Cs	Cs9g13930.1	30.5952
OG0005102	Cr	MSYJ116150.1	12.0053
OG0005103	Cr	MSYJ193770.1	163.184
OG0005104	Cr	MSYJ184490.1	42.6789
OG0005105	Cr	MSYJ059570.1	12.8605
OG0005106	Cs	Cs1g12330.1	89.6239
OG0005106	Cr	MSYJ080500.1	51.9722
OG0005107	Cs	Cs2g17120.1	0
OG0005107	Cs	Cs2g17140.1	0
OG0005107	Cr	MSYJ135320.1	0
OG0005108	Cr	MSYJ085410.1	18.5604
OG0005109	Cr	MSYJ229400.1	47.2178
OG0005110	Cs	Cs8g04710.1	19.1493
OG0005110	Cr	MSYJ245490.1	24.0006
OG0005111	Cr	MSYJ132570.1	21.0276
OG0005112	Cr	MSYJ209640.1	17.4489
OG0005113	Cr	MSYJ162800.1	55.6805
OG0005114	Cr	MSYJ234310.1	21.7811
OG0005115	Cs	Cs2g08100.1	0.835365
OG0005115	Cr	MSYJ183090.1	67.3978
OG0005116	Cr	MSYJ163670.1	0.593273
OG0005117	Cs	Cs4g05640.1	0.0790332
OG0005118	Cr	MSYJ167640.1	115.419
OG0005119	Cs	Cs9g04450.1	19.2267
OG0005119	Cr	MSYJ139790.1	18.3883
OG0005120	Cs	Cs1g12880.1	9.49297
OG0005120	Cr	MSYJ128570.1	21.2139
OG0005121	Cs	Cs5g04000.2	45.2228
OG0005122	Cr	MSYJ153900.1	0
OG0005123	Cs	Cs1g01930.1	4.42153
OG0005123	Cr	MSYJ098620.1	6.19498
OG0005125	Cs	Cs4g05090.1	0
OG0005125	Cs	Cs4g05100.1	0
OG0005125	Cr	MSYJ121400.1	0
OG0005126	Cs	Cs7g13970.1	13.6669
OG0005126	Cr	MSYJ155080.1	5.65984
OG0005127	Cs	Cs5g21690.1	109.832
OG0005127	Cr	MSYJ226420.1	17.6756
OG0005128	Cs	Cs7g15220.1	19.998
OG0005128	Cr	MSYJ114950.1	21.3693
OG0005130	Cr	MSYJ023140.1	21.8664
OG0005131	Cs	Cs1g09080.1	27.7053
OG0005131	Cr	MSYJ199750.1	15.8452
OG0005133	Cr	MSYJ014240.2	8.8687
OG0005134	Cs	Cs2g10850.1	14.745
OG0005134	Cr	MSYJ132020.1	132.541
OG0005134	Cs	orange1.1t05083.1	9.70251
OG0005136	Cr	MSYJ276500.1	22.7987
OG0005137	Cs	Cs5g25650.1	12.2566
OG0005137	Cr	MSYJ008670.1	11.3498
OG0005138	Cr	MSYJ124850.1	0
OG0005138	Cr	MSYJ124870.1	10.0841
OG0005138	Cs	orange1.1t02879.1	2.64675
OG0005140	Cs	Cs5g26160.1	11.2656
OG0005140	Cr	MSYJ252920.1	6.36073
OG0005141	Cr	MSYJ111810.1	61.2558
OG0005141	Cs	orange1.1t00541.1	148.724
OG0005142	Cr	MSYJ006410.1	36.7737
OG0005142	Cr	MSYJ006420.1	48.1451
OG0005142	Cs	orange1.1t03889.1	1.43805
OG0005143	Cs	Cs1g02470.1	0
OG0005143	Cr	MSYJ136360.1	0
OG0005143	Cs	orange1.1t05452.1	0
OG0005144	Cs	Cs6g06130.1	49.2508
OG0005144	Cr	MSYJ101250.1	16.5288
OG0005145	Cr	MSYJ074490.1	40.0325
OG0005146	Cr	MSYJ024210.1	12.248
OG0005146	Cs	orange1.1t01058.1	19.952
OG0005147	Cs	Cs1g20820.1	2.62355
OG0005147	Cr	MSYJ047640.2	12.3909
OG0005148	Cs	Cs7g20670.1	0
OG0005148	Cr	MSYJ222390.1	0
OG0005148	Cr	MSYJ275420.1	0.22424
OG0005149	Cs	Cs5g23060.1	29.7916
OG0005149	Cr	MSYJ172860.1	51.0723
OG0005149	Cr	MSYJ180510.1	10.4234
OG0005150	Cr	MSYJ259920.2	2.81896
OG0005151	Cs	Cs1g06930.2	54.6844
OG0005151	Cr	MSYJ283720.2	27.6995
OG0005152	Cs	Cs5g12060.1	77.1298
OG0005152	Cr	MSYJ177150.2	108.724
OG0005153	Cr	MSYJ003600.1	14.0296
OG0005154	Cs	Cs4g10870.1	2.94587
OG0005154	Cs	Cs4g10910.1	3.76538
OG0005154	Cr	MSYJ144680.1	8.8761
OG0005155	Cs	Cs5g28330.1	15.1259
OG0005155	Cr	MSYJ129370.1	17.6567
OG0005156	Cs	Cs3g07520.1	51.5903
OG0005156	Cr	MSYJ151220.1	26.6029
OG0005157	Cr	MSYJ028820.1	14.4889
OG0005159	Cr	MSYJ260830.1	39.8103
OG0005160	Cr	MSYJ206520.1	26.7013
OG0005161	Cs	Cs5g22180.1	17.7602
OG0005161	Cr	MSYJ179820.1	94.1928
OG0005161	Cs	orange1.1t04667.1	46.5434
OG0005162	Cs	Cs5g33590.1	36.1998
OG0005162	Cr	MSYJ114170.1	47.7075
OG0005163	Cs	Cs6g07160.1	22.0666
OG0005163	Cr	MSYJ018140.1	9.32323
OG0005164	Cr	MSYJ120080.1	13.7057
OG0005166	Cs	Cs5g29960.1	0
